Title,Company,Company_Rating,Location,Salary,Date,Description
Lead Software Engineer,Solera,2.5,Ciudad de México,,Postedhace 30+ días,"Logical data modeling, database definition and manipulation, and data synchronization.
 Research, extraction and analysis of complex data."
.NET / Angular Developer,True Omni,,"Zapopan, Jal.","$70,000 - $93,000 al mes",EmployerActivo hace 6 días,"Advanced JSON/XML data management and processing.
 Hy you should work for TrueOmni.*.
 Work from Home - International Mobility Plan within 3 Countries- Live and…"
Representante de Servicio al Cliente,GDIT,3.8,"Monterrey, N. L.","$3,440 - $13,908 al mes",Postedhace 20 días,"Capture biometric data of Applicants, including 10 fingerprints and a digital picture, using the equipment and software provided by GDIT."
"Senior Data Solutions Developer (Guadalajara, Mexico, Mexico...",BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Connect and explore disparate data sources from production systems, business applications and third party data sources.
 1-3 years experience in a related role."
nuevo empleoejecutivo de ventas,Data Voice,3.4,"Tlalnepantla, Méx.","$5,700 al mes",EmployerActivo hace 3 días,"Somos una empresa dirigida en el mercado enfocados en el Call Center de Atención a clientes y Ventas.
 Estudios: Bachillerato trunco o concluido."
nuevo empleoBGV- Service Delivery Executive,Neeyamo Enterprise Solutions,,"San Andrés Cholula, Pue.","$7,500 al mes",PostedHoy,"Neeyamo is a high growth, truly global premier provider of best in class HRO solutions.
 We offer flexible role in a leading global organization which is an…"
Helpdesk Senior Associate (Remote),NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us.
 All candidates are required to be shift flexible."
Platform Operations Manager - LATAM,Jellysmack,,Ciudad de México,,Postedhace 30+ días,"Through the power of our data, we maximize reach and revenue so our creators stay focused on their passion—creating the best content for their global fan bases."
nuevo empleoRecepcionista / Auxiliar Administrativo Ingles Indispensable,International Teacher Training Organization,,"Guadalajara, Jal.","$6,600 al mes",Postedhace 2 días,Enrollment of students * Keep a keen eye on your data * Schedule your follow-up activities * Warm up prospects to speed up deal flow * Qualify inbound leads * …
Real Estate Call Center Rep.,Reliance Fund,,"Tampico, Tamps.","$10,000 al mes",EmployerActivo hace 6 días,"The ideal candidate has an idea of how data centers and Call Centers operate.
 Real Estate Call Center Representative (Home Office).
 What we are looking for:"
P&L Category Specialist,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Address any account payable issues by ensuring corrected/ updated data in SAP.
 Manage sourcing activities for assigned buy including aggregation buy data,…"
"nuevo empleoEnvironmental, Health and Safety Manager","Arrow Electronics, Inc.",3.5,"Zapopan, Jal.",,Postedhace 6 días,"Utilize GenSuite/Benchmark, the EHS software management tool, to manage safety data and reporting.
 Environmental, Health and Safety Manager."
Collections Associate II,"Arrow Electronics, Inc.",3.5,"Zapopan, Jal.",,Postedhace 25 días,"Contact Customers for payment information on Invoices, independently pull data, build basic reporting, and answer customer questions.
 What You'll Be Doing:"
nuevo empleoCustomer Support Specialist (Fleet Services),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 7 días,"Maintain and monitor data management system to organize fleets as per various schedules and requests.
 Analyze information, evaluate accuracy, creates reports…"
Business Intelligence Analyst,Pinkerton,3.7,Ciudad de México,,Postedhace 30+ días,"Apply a broad range of techniques and theories from business intelligence, data analysis and visualization, statistics, predictive analytics, and machine…"
Mobile Development Associate,Solera,2.5,Ciudad de México,,Postedhace 30+ días,"Highly familiar with how a database driven software application interacts with the underlying data layer.
 Your primary focus will be developing high-end iOS…"
Cloud Application Engineer JoinMDC-IT,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"They consistently improve data quality and cut months off the clinical trials phase of research, benefiting thousands of lives by bringing better, safer drugs…"
Principal UX Designer - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"The ideal candidate has significant experience with corporate finance, designing software tools, data analytics and data visualization, planning and forecasting…"
nuevo empleoDirector of Operations,TaskUs,3.9,"Tijuana, B.C.",,Postedhace 2 días,Close visual acuity to perform an activity such as: preparing and analyzing data and figures; transcribing; viewing a computer terminal; extensive reading.
nuevo empleoEjecutivo de ventas y recuperación de clientes,Data Voice,3.4,"Tlalnepantla, Méx.",,Contratación continua,"Realizar llamadas a clientes que ya cuentan con un registro.
 Experiencia mínima 6 Meses en ventas call center o face to face."
nuevo empleoGerente Operaciones Hospital (Clínica de Subespecialidades),CODET Vision Institute,4.4,"Tijuana, B.C.",,Postedhace 1 día,"Examinar data de servicios y usarla para mejorar la rentabilidad.
 Ingles conversacional y escrito ( Nivel avanzado).
 Experiencia de 5 años en puesto similar."
Sr. Global Supply Management Analyst,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 14 días,"Conducts data analysis, metrics reporting, purchasing information.
 Ability to collect and analyze data resulting in recommendations for key projects."
AV Support Engineer,UnifiedCommunications.com,,México,,Postedhace 30+ días,"Collecting necessary data to assist clients efficiently and effectively with their ticket.
 In this role, you will not only be there to help clients with their…"
Product Manager – Digital Program Management (Customer Self-...,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Proficiency in digital technologies, data and analytics.
 The Product Manager – Digital Program Management (Customer Self-Service Solutions) is responsible for…"
"Lead Trainer, Onboarding Program",Stryker,3.8,"Tijuana, B.C.",,Postedhace 30+ días,"Understand and explain company policies, detailed procedures and fill out reports based on collected data.
 Our total rewards package offering includes bonuses,…"
Plant Facilities Engineer Specialist,Stellantis,3.3,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
Senior Sitecore Web Developer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Ability to prove prior experience integrating multiple data sources/systems for consumption by rich websites.
 You will be responsible for the development of the…"
Oracle Applications Engineer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Effective software and data troubleshooting skills.
 Design, develop, test and implement complex processes for applications like Oracle, and other custom…"
Senior Frontend Software Engineer,Solera,2.5,Ciudad de México,,Postedhace 9 días,The ideal candidate will work with Product Owners to define the next vision for the product while supporting the scrum squads to deliver existing software…
.NET / Angular Developer,True Omni,,"Zapopan, Jal.",,EmployerActivo hace 6 días,"Advanced JSON/XML data management and processing.
 Work from Home - International Mobility Plan within 3 Countries- Live and Work Anywhere."
SDET Engineer JoinMDC-QA,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,".NET team is responsible for Oracle on prem and cloud database integration with Microsoft .
 NET components and tools include Oracle Data Provider for ."
Ingeniero de Controles / Senior Controls Specialist,Spiegel MFG S.A. De C.V.,,"Tlalnepantla, Méx.",,EmployerActivo hace 14 días,"Conocimiento deseable en Redes LAN, WAN y Wireless, Administración de Servidores - UNIX, Windows y Linux.
 Mínimo 5 años de Experiencia en Active Directory, MS…"
nuevo empleoDirector of Operations,TaskUs,3.9,"Tijuana, B.C.",,Postedhace 2 días,Close visual acuity to perform an activity such as: preparing and analyzing data and figures; transcribing; viewing a computer terminal; extensive reading.
Senior Technical Recruiter (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 19 días,"Using a data-driven approach to optimize the hiring funnel.
 From sourcing and screening to crafting long-term consultative partnerships with our teams, this…"
nuevo empleoFinancial Process Improvement,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 5 días,"Collect data and benchmark measures against internal and external data.
 Strong analytical and data analysis skills.
 Execution of process stakeholder analysis."
Digital Web Tag Developer,iProcess Solutions Inc,,México,,EmployerActivo hace 13 días,"Ensure tag syntax validity and data accuracy.
 Develop event & data collection tags to meet tracking and reporting requirements.
 Job Types: Full-time, Contract."
Factory Financial Analyst,ABB,3.9,"Apodaca, N. L.",,Postedhace 20 días,"Validates accuracy of financial data and business information and reports by performing reconciliations and review of exceptions.
 Advanced Excel is a must."
Sr. Molding Production Supervisor,Corning Optical Communications,3.8,"Apodaca, N. L.",,EmployerActivo hace 12 días,"Assure data driven efficient utilization and achievement of.
 Lead manufacturing activities to achieve efficient operations directing and supervising the…"
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación",,EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…"
P&L Category Specialist,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Address any account payable issues by ensuring corrected/ updated data in SAP.
 Manage sourcing activities for assigned buy including aggregation buy data,…"
Data Scientist Leader,Sky Systems Inc,,Ciudad de México,,Postedhace 30+ días,"Identification, integration, and enrichment of data sources.
 Proven participation in 2+ data driven projects delivery (as contributor)."
nuevo empleoFinance Analyst Jr - Accounts Receivable,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 2 días,"Master data (creation and modification of clients and suppliers, update of profits center, cost center, database maintenance)."
Mobile Android Developer - Full Remote / Desarrollador Móvil...,iTjuana,,"Remoto in Monterrey, N. L.",,EmployerActivo hace 16 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 18 días,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department."
